origin_center_point,abstracted_center_point
"HWTEST_F(CoreServiceNativeBranchTest, Telephony_CoreManagerInner_002, Function | MediumTest | Level1)
{
    CoreManagerInner mInner;
    auto telRilManager = std::make_shared<TelRilManager>();
    auto simManager = std::make_shared<SimManager>(telRilManager);
    auto networkSearchManager = std::make_shared<NetworkSearchManager>(telRilManager, simManager);
    mInner.networkSearchManager_ = networkSearchManager;
    sptr<NetworkSearchCallBackBase> callback = nullptr;
    mInner.RegisterCellularDataObject(callback);
    mInner.UnRegisterCellularDataObject(callback);
    mInner.RegisterCellularCallObject(callback);
    mInner.UnRegisterCellularCallObject(callback);
    simManager->multiSimMonitor_ = nullptr;
    mInner.simManager_ = simManager;
    sptr<SimAccountCallback> simAccountCallback;
    EXPECT_EQ(mInner.RegisterSimAccountCallback(-1, simAccountCallback), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.UnregisterSimAccountCallback(simAccountCallback), TELEPHONY_ERR_LOCAL_PTR_NULL);
    mInner.telRilManager_ = nullptr;
    std::shared_ptr<AppExecFwk::EventHandler> handler;
    std::string testStr = """";
    EXPECT_EQ(mInner.SetNetworkSelectionMode(-1, -1, 0, testStr, handler), TELEPHONY_ERR_LOCAL_PTR_NULL);
    AppExecFwk::InnerEvent::Pointer response(nullptr, nullptr);
    mInner.telRilManager_ = telRilManager;
    EXPECT_EQ(mInner.GetClip(-1, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.SetClip(-1, -1, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.GetClir(-1, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.SetClir(-1, -1, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.SetCallWaiting(-1, -1, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    CallTransferParam param;
    CallRestrictionParam reParam;
    EXPECT_EQ(mInner.SetCallTransferInfo(-1, param, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.GetCallTransferInfo(-1, -1, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.GetCallWaiting(-1, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.GetCallRestriction(-1, testStr, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.SetCallRestriction(-1, reParam, response), TELEPHONY_ERR_LOCAL_PTR_NULL);
}","HWTEST_F(CoreServiceNativeBranchTest, <TYPE>, Function | MediumTest | Level1) { CoreManagerInner mInner; auto telRilManager = std::make_shared<TelRilManager>(); auto simManager = std::make_shared<SimManager>(telRilManager); auto networkSearchManager = std::make_shared<NetworkSearchManager>(telRilManager, simManager); mInner.networkSearchManager_ = networkSearchManager; sptr<NetworkSearchCallBackBase> callback = nullptr; mInner.RegisterCellularDataObject(callback); mInner.UnRegisterCellularDataObject(callback); mInner.RegisterCellularCallObject(callback); mInner.UnRegisterCellularCallObject(callback); simManager->multiSimMonitor_ = nullptr; mInner.simManager_ = simManager; sptr<SimAccountCallback> simAccountCallback; EXPECT_EQ(mInner.RegisterSimAccountCallback(-1, simAccountCallback), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.UnregisterSimAccountCallback(simAccountCallback), TELEPHONY_ERR_LOCAL_PTR_NULL); mInner.telRilManager_ = nullptr; std::shared_ptr<AppExecFwk::EventHandler> handler; std::string testStr = """"; EXPECT_EQ(mInner.SetNetworkSelectionMode(-1, -1, 0, testStr, handler), TELEPHONY_ERR_LOCAL_PTR_NULL); AppExecFwk::InnerEvent::Pointer response(nullptr, nullptr); mInner.telRilManager_ = telRilManager; EXPECT_EQ(mInner.GetClip(-1, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.SetClip(-1, -1, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.GetClir(-1, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.SetClir(-1, -1, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.SetCallWaiting(-1, -1, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); <TYPE> <VAR>; <TYPE> <VAR>; EXPECT_EQ(mInner.SetCallTransferInfo(-1, <VAR>, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.GetCallTransferInfo(-1, -1, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.GetCallWaiting(-1, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.GetCallRestriction(-1, testStr, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.SetCallRestriction(-1, <VAR>, <VAR>), TELEPHONY_ERR_LOCAL_PTR_NULL); }"
"HWTEST_F(CoreServiceNativeBranchTest, Telephony_CoreManagerInner_009, Function | MediumTest | Level1)
{
    CoreManagerInner mInner;
    auto telRilManager = std::make_shared<TelRilManager>();
    auto simManager = std::make_shared<SimManager>(telRilManager);
    auto networkSearchManager = std::make_shared<NetworkSearchManager>(telRilManager, simManager);
    mInner.networkSearchManager_ = networkSearchManager;
    sptr<NetworkSearchCallBackBase> callback = nullptr;
    mInner.RegisterCellularDataObject(callback);
    mInner.UnRegisterCellularDataObject(callback);
    mInner.RegisterCellularCallObject(callback);
    mInner.UnRegisterCellularCallObject(callback);
    simManager->multiSimMonitor_ = nullptr;
    mInner.simManager_ = simManager;
    sptr<SimAccountCallback> simAccountCallback;
    EXPECT_EQ(mInner.RegisterSimAccountCallback(-1, simAccountCallback), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.UnregisterSimAccountCallback(simAccountCallback), TELEPHONY_ERR_LOCAL_PTR_NULL);
    mInner.telRilManager_ = nullptr;
    std::shared_ptr<AppExecFwk::EventHandler> handler;
    AppExecFwk::InnerEvent::Pointer response(nullptr, nullptr);
    mInner.telRilManager_ = telRilManager;
    mInner.GetNetworkSelectionMode(-1, 0, handler);
    EXPECT_NE(mInner.telRilManager_, nullptr);
}","HWTEST_F(CoreServiceNativeBranchTest, <TYPE>, Function | MediumTest | Level1) { CoreManagerInner mInner; auto telRilManager = std::make_shared<TelRilManager>(); auto simManager = std::make_shared<SimManager>(telRilManager); auto networkSearchManager = std::make_shared<NetworkSearchManager>(telRilManager, simManager); mInner.networkSearchManager_ = networkSearchManager; sptr<NetworkSearchCallBackBase> callback = nullptr; mInner.RegisterCellularDataObject(callback); mInner.UnRegisterCellularDataObject(callback); mInner.RegisterCellularCallObject(callback); mInner.UnRegisterCellularCallObject(callback); simManager->multiSimMonitor_ = nullptr; mInner.simManager_ = simManager; sptr<SimAccountCallback> simAccountCallback; EXPECT_EQ(mInner.RegisterSimAccountCallback(-1, simAccountCallback), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.UnregisterSimAccountCallback(simAccountCallback), TELEPHONY_ERR_LOCAL_PTR_NULL); mInner.telRilManager_ = nullptr; std::shared_ptr<AppExecFwk::EventHandler> handler; AppExecFwk::InnerEvent::Pointer response(nullptr, nullptr); mInner.telRilManager_ = telRilManager; mInner.GetNetworkSelectionMode(-1, 0, handler); EXPECT_NE(mInner.telRilManager_, nullptr); }"
"HWTEST_F(CoreServiceNativeBranchTest, Telephony_CoreManagerInner_0014, Function | MediumTest | Level1)
{
    CoreManagerInner mInner;
    auto telRilManager = std::make_shared<TelRilManager>();
    auto simManager = std::make_shared<SimManager>(telRilManager);
    auto networkSearchManager = std::make_shared<NetworkSearchManager>(telRilManager, simManager);
    mInner.networkSearchManager_ = networkSearchManager;
    sptr<NetworkSearchCallBackBase> callback = nullptr;
    mInner.RegisterCellularDataObject(callback);
    mInner.UnRegisterCellularDataObject(callback);
    mInner.RegisterCellularCallObject(callback);
    mInner.UnRegisterCellularCallObject(callback);
    mInner.simManager_ = nullptr;
    int32_t simId = -1;
    EXPECT_EQ(mInner.SetActiveSim(-1, 0), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.GetDefaultVoiceSimId(simId), TELEPHONY_ERR_LOCAL_PTR_NULL);
    EXPECT_EQ(mInner.GetDefaultSmsSimId(simId), TELEPHONY_ERR_LOCAL_PTR_NULL);
    mInner.telRilManager_ = telRilManager;
    std::shared_ptr<AppExecFwk::EventHandler> handler;
    std::string str = ""test"";
    std::vector<EmergencyCall> eccVec;
    auto core = mInner.SetUssd(1, 1, str, handler);
    EXPECT_NE(mInner.telRilManager_, nullptr);
    EXPECT_EQ(core, TELEPHONY_ERR_LOCAL_PTR_NULL);
    auto core1 = mInner.CloseUnFinishedUssd(1, 1, handler);
    EXPECT_NE(mInner.telRilManager_, nullptr);
    EXPECT_EQ(core1, TELEPHONY_ERR_LOCAL_PTR_NULL);
    auto core2 = mInner.GetUssd(1, 1, handler);
    EXPECT_NE(mInner.telRilManager_, nullptr);
    EXPECT_EQ(core2, TELEPHONY_ERR_LOCAL_PTR_NULL);
    auto core3 = mInner.GetMute(1, 1, handler);
    EXPECT_NE(mInner.telRilManager_, nullptr);
    EXPECT_EQ(core3, TELEPHONY_ERR_LOCAL_PTR_NULL);
    auto core4 = mInner.SetMute(1, 1, 1, handler);
    EXPECT_NE(mInner.telRilManager_, nullptr);
    EXPECT_EQ(core4, TELEPHONY_ERR_LOCAL_PTR_NULL);
    auto core5 = mInner.GetEmergencyCallList(1, 1, handler);
    EXPECT_NE(mInner.telRilManager_, nullptr);
    EXPECT_EQ(core5, TELEPHONY_ERR_LOCAL_PTR_NULL);
    auto core6 = mInner.GetCallFailReason(1, 1, handler);
    EXPECT_NE(mInner.telRilManager_, nullptr);
    EXPECT_EQ(core6, TELEPHONY_ERR_LOCAL_PTR_NULL);
}","HWTEST_F(CoreServiceNativeBranchTest, <TYPE>, Function | MediumTest | Level1) { CoreManagerInner mInner; auto telRilManager = std::make_shared<TelRilManager>(); auto simManager = std::make_shared<SimManager>(telRilManager); auto networkSearchManager = std::make_shared<NetworkSearchManager>(telRilManager, simManager); mInner.networkSearchManager_ = networkSearchManager; sptr<NetworkSearchCallBackBase> callback = nullptr; mInner.RegisterCellularDataObject(callback); mInner.UnRegisterCellularDataObject(callback); mInner.RegisterCellularCallObject(callback); mInner.UnRegisterCellularCallObject(callback); mInner.simManager_ = nullptr; int32_t simId = -1; EXPECT_EQ(mInner.SetActiveSim(-1, 0), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.GetDefaultVoiceSimId(simId), TELEPHONY_ERR_LOCAL_PTR_NULL); EXPECT_EQ(mInner.GetDefaultSmsSimId(simId), TELEPHONY_ERR_LOCAL_PTR_NULL); mInner.telRilManager_ = telRilManager; std::shared_ptr<AppExecFwk::EventHandler> handler; std::string str = ""test""; std::vector<EmergencyCall> eccVec; auto core = mInner.SetUssd(1, 1, <VAR>, handler); EXPECT_NE(mInner.telRilManager_, nullptr); EXPECT_EQ(core, TELEPHONY_ERR_LOCAL_PTR_NULL); auto core1 = mInner.CloseUnFinishedUssd(1, 1, handler); EXPECT_NE(mInner.telRilManager_, nullptr); EXPECT_EQ(core1, TELEPHONY_ERR_LOCAL_PTR_NULL); auto core2 = mInner.GetUssd(1, 1, handler); EXPECT_NE(mInner.telRilManager_, nullptr); EXPECT_EQ(core2, TELEPHONY_ERR_LOCAL_PTR_NULL); auto core3 = mInner.GetMute(1, 1, handler); EXPECT_NE(mInner.telRilManager_, nullptr); EXPECT_EQ(core3, TELEPHONY_ERR_LOCAL_PTR_NULL); auto <VAR> = mInner.SetMute(1, 1, 1, handler); EXPECT_NE(mInner.telRilManager_, nullptr); EXPECT_EQ(<VAR>, TELEPHONY_ERR_LOCAL_PTR_NULL); auto <VAR> = mInner.GetEmergencyCallList(1, 1, handler); EXPECT_NE(mInner.telRilManager_, nullptr); EXPECT_EQ(<VAR>, TELEPHONY_ERR_LOCAL_PTR_NULL); auto <VAR> = mInner.GetCallFailReason(1, 1, handler); EXPECT_NE(mInner.telRilManager_, nullptr); EXPECT_EQ(<VAR>, TELEPHONY_ERR_LOCAL_PTR_NULL); }"
"HWTEST_F(SatelliteServiceTest, RadioStateChangedCallback_0001, Function | MediumTest | Level2)
{
    TELEPHONY_LOGI(""SatelliteServiceTest::RadioStateChangedCallback_0001 -->"");
    std::shared_ptr<MockHandler> handler = std::make_shared<MockHandler>();
    SatelliteCoreCallback callback(handler);
    MessageParcel reply;
    MessageOption option;
    MessageParcel data;
    data.WriteInterfaceToken(callbackToken);
    data.WriteInt32(RadioEvent::RADIO_STATE_CHANGED);
    data.WriteInt32(0);
    auto ret =
        callback.OnRemoteRequest(ToCode(SatelliteCoreCallbackInterfaceCode::RADIO_STATE_CHANGED), data, reply, option);
    EXPECT_EQ(ret, TELEPHONY_SUCCESS);
    std::this_thread::sleep_for(std::chrono::milliseconds(100));
    EXPECT_EQ(handler->eventId_, RadioEvent::RADIO_STATE_CHANGED);
    EXPECT_EQ(reply.ReadInt32(), TELEPHONY_SUCCESS);
}","HWTEST_F(SatelliteServiceTest, <TYPE>, Function | MediumTest | Level2) { TELEPHONY_LOGI(<STR>); std::shared_ptr<MockHandler> handler = std::make_shared<MockHandler>(); SatelliteCoreCallback callback(handler); MessageParcel reply; MessageOption option; MessageParcel data; data.WriteInterfaceToken(callbackToken); data.WriteInt32(RadioEvent::<TYPE>); data.WriteInt32(<CONST>); auto ret = callback.OnRemoteRequest(ToCode(SatelliteCoreCallbackInterfaceCode::<TYPE>), data, reply, option); EXPECT_EQ(ret, TELEPHONY_SUCCESS); std::this_thread::sleep_for(std::chrono::milliseconds(100)); EXPECT_EQ(handler->eventId_, RadioEvent::<TYPE>); EXPECT_EQ(reply.ReadInt32(), TELEPHONY_SUCCESS); }"
"HWTEST_F(VcardTest, Telephony_VCardTest_101, Function | MediumTest | Level2)
{
    AccessToken token;
    std::shared_ptr<DataShare::DataShareHelper> dataShareHelper =
        CreateDataShareHelper(TELEPHONY_CORE_SERVICE_SYS_ABILITY_ID, g_contactUri);
    if (dataShareHelper != nullptr) {
        TELEPHONY_LOGI(""CreateDataShareHelper start test!!"");
        VCardManager::GetInstance().SetDataHelper(dataShareHelper);
        std::string filePath = ""test"";
        std::vector<std::string> columns;
        DataShare::DataSharePredicates predicates;
        predicates.EqualTo(Contact::ID, ""1"")->Or()->EqualTo(Contact::ID, ""3"");
        auto resultSet = VCardRdbHelper::GetInstance().QueryContact(columns, predicates);
        if (resultSet == nullptr) {
            TELEPHONY_LOGE(""VCardTest QueryContact failed"");
        } else {
            int rowCount = 0;
            resultSet->GetRowCount(rowCount);
            TELEPHONY_LOGI(""VCardTest QueryContact rowCount= %{public}d"", rowCount);
            VCardManager::GetInstance().Export(filePath, predicates);
            VCardManager::GetInstance().Import(filePath, 0);
        }
    } else {
        TELEPHONY_LOGE(""VCardTest CreateDataShareHelper == null"");
        EXPECT_NE(dataShareHelper, nullptr);
    }
}","HWTEST_F(VcardTest, <TYPE>, Function | MediumTest | Level2) { AccessToken token; std::shared_ptr<DataShare::DataShareHelper> dataShareHelper = CreateDataShareHelper(TELEPHONY_CORE_SERVICE_SYS_ABILITY_ID, g_contactUri); if (dataShareHelper != nullptr) { TELEPHONY_LOGI(""CreateDataShareHelper start test!!""); VCardManager::GetInstance().SetDataHelper(dataShareHelper); std::string filePath = ""test""; std::vector<std::string> columns; DataShare::DataSharePredicates predicates; predicates.EqualTo(Contact::ID, <STR>)->Or()->EqualTo(Contact::ID, <STR>); auto resultSet = VCardRdbHelper::GetInstance().QueryContact(columns, predicates); if (resultSet == nullptr) { TELEPHONY_LOGE(""VCardTest QueryContact failed""); } else { int rowCount = 0; resultSet->GetRowCount(rowCount); TELEPHONY_LOGI(""VCardTest QueryContact rowCount= %{public}d"", rowCount); VCardManager::GetInstance().Export(filePath, predicates); VCardManager::GetInstance().Import(filePath, <CONST>); } } else { TELEPHONY_LOGE(<STR>); EXPECT_NE(dataShareHelper, nullptr); } }"
"HWTEST_F(VcardTest, Telephony_VCardTest_V30, Function | MediumTest | Level1)
{
    std::string inputString =
        ""BEGIN:VCARD\r\nVERSION:3.0\r\nN:test1;;;;\r\nFN:test1\r\nEND:VCARD\r\nBEGIN:VCARD\r\nVERSION:3.0\r\nN:test2;;;""
        "";\r\nFN:test2\r\nEND:VCARD\r\nBEGIN:VCARD\r\nVERSION:3.0\r\nN:test3;;;;\r\nFN:test3\r\nEND:VCARD\r\n"";
    WriteTestData(inputString);
    int32_t expectSize = 3;
    int32_t errorCode;
    VCardManager::GetInstance().Decode(TEL_FILE_NAME, errorCode);
    std::vector<std::shared_ptr<VCardContact>> contacts = VCardManager::GetInstance().listener_->contacts_;
    EXPECT_EQ(static_cast<int32_t>(contacts.size()), expectSize);
}","HWTEST_F(VcardTest, <TYPE>, Function | MediumTest | Level1) { std::string inputString = <STR> <STR>; WriteTestData(inputString); int32_t expectSize = 3; int32_t errorCode; VCardManager::GetInstance().Decode(TEL_FILE_NAME, errorCode); std::vector<std::shared_ptr<VCardContact>> contacts = VCardManager::GetInstance().listener_->contacts_; EXPECT_EQ(static_cast<int32_t>(contacts.size()), expectSize); }"
i < testStringNum,i < <VAR>
"HWTEST_F(NetworkSearchTest, Telephony_NetworkSearch_FactoryReset_0100, Function | MediumTest | Level3)
{
    AccessToken token;
    if (NetworkSearchTest::telephonyService_ == nullptr || !(NetworkSearchTest::HasSimCard(SLOT_ID_0))) {
        TELEPHONY_LOGI(""TelephonyTestService Remote service is null"");
        NetworkSearchTest::telephonyService_ = GetProxy();
    } else {
        int32_t result = CoreServiceClient::GetInstance().FactoryReset(SLOT_ID_0);
        TELEPHONY_LOGI(""TelephonyTestService FactoryReset result: %{public}d"", result);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }
}","HWTEST_F(NetworkSearchTest, <TYPE>, Function | MediumTest | Level3) { AccessToken token; if (NetworkSearchTest::telephonyService_ == nullptr || !(NetworkSearchTest::HasSimCard(<TYPE>))) { TELEPHONY_LOGI(""TelephonyTestService Remote service is null""); NetworkSearchTest::telephonyService_ = GetProxy(); } else { int32_t result = CoreServiceClient::GetInstance().FactoryReset(<TYPE>); TELEPHONY_LOGI(""TelephonyTestService FactoryReset result: %{public}d"", result); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); } }"
"if (NetworkSearchTest::telephonyService_ == nullptr || !(NetworkSearchTest::HasSimCard(SLOT_ID_0))) {
        TELEPHONY_LOGI(""TelephonyTestService Remote service is null"");
        NetworkSearchTest::telephonyService_ = GetProxy();
    } else {
        int32_t result = CoreServiceClient::GetInstance().FactoryReset(SLOT_ID_0);
        TELEPHONY_LOGI(""TelephonyTestService FactoryReset result: %{public}d"", result);
        EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS);
    }","if (NetworkSearchTest::telephonyService_ == nullptr || !(NetworkSearchTest::HasSimCard(<TYPE>))) { TELEPHONY_LOGI(""TelephonyTestService Remote service is null""); NetworkSearchTest::telephonyService_ = GetProxy(); } else { int32_t result = CoreServiceClient::GetInstance().FactoryReset(<TYPE>); TELEPHONY_LOGI(""TelephonyTestService FactoryReset result: %{public}d"", result); EXPECT_EQ(result, TELEPHONY_ERR_SUCCESS); }"
"HWTEST_F(NetworkSearchTest, Telephony_NetworkSearch_GetNrSsbIdInfo_0100, Function | MediumTest | Level3)
{
    AccessToken token;
    if (NetworkSearchTest::telephonyService_ == nullptr || !(NetworkSearchTest::HasSimCard(SLOT_ID_0))) {
        TELEPHONY_LOGE(""TelephonyTestService Remote service is null"");
        NetworkSearchTest::telephonyService_ = GetProxy();
    } else {
        std::shared_ptr<NrSsbInformation> nrCellSsbIdsInfo = std::make_shared<NrSsbInformation>();
        int32_t result = CoreServiceClient::GetInstance().GetNrSsbIdInfo(SLOT_ID_0, nrCellSsbIdsInfo);
        EXPECT_NE(result, TELEPHONY_ERR_SUCCESS);
        NetworkSearchTest::PrintNrSsbIdInfo(nrCellSsbIdsInfo);
    }
}","HWTEST_F(NetworkSearchTest, <TYPE>, Function | MediumTest | Level3) { AccessToken token; if (NetworkSearchTest::telephonyService_ == nullptr || !(NetworkSearchTest::HasSimCard(<TYPE>))) { TELEPHONY_LOGE(""TelephonyTestService Remote service is null""); NetworkSearchTest::telephonyService_ = GetProxy(); } else { std::shared_ptr<NrSsbInformation> nrCellSsbIdsInfo = std::make_shared<NrSsbInformation>(); int32_t result = CoreServiceClient::GetInstance().GetNrSsbIdInfo(<TYPE>, nrCellSsbIdsInfo); EXPECT_NE(result, TELEPHONY_ERR_SUCCESS); NetworkSearchTest::PrintNrSsbIdInfo(nrCellSsbIdsInfo); } }"
"if (NetworkSearchTest::telephonyService_ == nullptr || !(NetworkSearchTest::HasSimCard(SLOT_ID_0))) {
        TELEPHONY_LOGE(""TelephonyTestService Remote service is null"");
        NetworkSearchTest::telephonyService_ = GetProxy();
    } else {
        std::shared_ptr<NrSsbInformation> nrCellSsbIdsInfo = std::make_shared<NrSsbInformation>();
        int32_t result = CoreServiceClient::GetInstance().GetNrSsbIdInfo(SLOT_ID_0, nrCellSsbIdsInfo);
        EXPECT_NE(result, TELEPHONY_ERR_SUCCESS);
        NetworkSearchTest::PrintNrSsbIdInfo(nrCellSsbIdsInfo);
    }","if (NetworkSearchTest::telephonyService_ == nullptr || !(NetworkSearchTest::HasSimCard(<TYPE>))) { TELEPHONY_LOGE(""TelephonyTestService Remote service is null""); NetworkSearchTest::telephonyService_ = GetProxy(); } else { std::shared_ptr<NrSsbInformation> nrCellSsbIdsInfo = std::make_shared<NrSsbInformation>(); int32_t result = CoreServiceClient::GetInstance().GetNrSsbIdInfo(<TYPE>, nrCellSsbIdsInfo); EXPECT_NE(result, TELEPHONY_ERR_SUCCESS); NetworkSearchTest::PrintNrSsbIdInfo(nrCellSsbIdsInfo); }"
int32_t networkCapabilityType = static_cast<int32_t>(*data % NETWORK_CAPABILITY_TYPE);,int32_t <VAR> = static_cast<int32_t>(*data % <TYPE>);
"void DoSomethingInterestingWithMyAPI(const uint8_t *data, size_t size)
{
    if (data == nullptr || size == 0) {
        return;
    }
    GetUniqueDeviceId(data, size);
    GetMeid(data, size);
    GetBasebandVersion(data, size);
    GetOperatorNumeric(data, size);
    GetOperatorName(data, size);
    SendEnvelopeCmd(data, size);
    GetNetworkCapability(data, size);
    SetNetworkCapability(data, size);
    GetResidentNetworkNumeric(data, size);
    auto telRilManager = DelayedSingleton<CoreService>::GetInstance()->telRilManager_;
    if (telRilManager == nullptr || telRilManager->handler_ == nullptr) {
        return;
    }
    auto handler = telRilManager->handler_;
    if (handler != nullptr) {
        handler->RemoveAllEvents();
        handler->SendEvent(0, 0, AppExecFwk::EventQueue::Priority::HIGH);
        sleep(SLEEP_TIME_SECONDS);
    }
    telRilManager->handler_->ClearFfrt(false);
    telRilManager->handler_->queue_ = nullptr;
    return;
}","void DoSomethingInterestingWithMyAPI(const uint8_t *data, size_t size) { if (data == nullptr || size == 0) { return; } GetUniqueDeviceId(data, size); GetMeid(data, size); GetBasebandVersion(data, size); GetOperatorNumeric(data, size); GetOperatorName(data, size); SendEnvelopeCmd(data, size); GetNetworkCapability(data, size); SetNetworkCapability(data, size); GetResidentNetworkNumeric(data, size); auto telRilManager = DelayedSingleton<CoreService>::GetInstance()->telRilManager_; if (telRilManager == nullptr || telRilManager->handler_ == nullptr) { return; } auto handler = telRilManager->handler_; if (handler != nullptr) { handler->RemoveAllEvents(); handler->SendEvent(0, 0, AppExecFwk::EventQueue::Priority::HIGH); sleep(SLEEP_TIME_SECONDS); } telRilManager->handler_->ClearFfrt(false); telRilManager->handler_-><VAR> = nullptr; return; }"
"void UnlockPin(const uint8_t *data, size_t size)
{
    if (!IsServiceInited()) {
        return;
    }
    MessageParcel dataMessageParcel;
    int32_t slotId = static_cast<int32_t>(*data % SLOT_NUM);
    dataMessageParcel.WriteInt32(slotId);
    std::string pin(reinterpret_cast<const char *>(data), size);
    std::u16string pinStr = Str8ToStr16(pin);
    dataMessageParcel.WriteString16(pinStr);
    MessageParcel reply;
    DelayedSingleton<CoreService>::GetInstance()->OnUnlockPin(dataMessageParcel, reply);
}","void UnlockPin(const uint8_t *data, size_t size) { if (!IsServiceInited()) { return; } MessageParcel dataMessageParcel; int32_t slotId = static_cast<int32_t>(*data % SLOT_NUM); dataMessageParcel.WriteInt32(slotId); std::string pin(reinterpret_cast<const char *>(data), size); std::u16string <VAR> = Str8ToStr16(<VAR>); dataMessageParcel.WriteString16(<VAR>); MessageParcel reply; DelayedSingleton<CoreService>::GetInstance()->OnUnlockPin(dataMessageParcel, reply); }"
"void AlterPin(const uint8_t *data, size_t size)
{
    if (!IsServiceInited()) {
        return;
    }
    MessageParcel dataMessageParcel;
    int32_t slotId = static_cast<int32_t>(*data % SLOT_NUM);
    dataMessageParcel.WriteInt32(slotId);
    std::string newPin(reinterpret_cast<const char *>(data), size);
    std::u16string newPinStr = Str8ToStr16(newPin);
    dataMessageParcel.WriteString16(newPinStr);
    std::string oldPin(reinterpret_cast<const char *>(data), size);
    std::u16string oldPinStr = Str8ToStr16(oldPin);
    dataMessageParcel.WriteString16(oldPinStr);
    MessageParcel reply;
    DelayedSingleton<CoreService>::GetInstance()->OnAlterPin(dataMessageParcel, reply);
}","void AlterPin(const uint8_t *data, size_t size) { if (!IsServiceInited()) { return; } MessageParcel dataMessageParcel; int32_t slotId = static_cast<int32_t>(*data % SLOT_NUM); dataMessageParcel.WriteInt32(slotId); std::string newPin(reinterpret_cast<const char *>(data), size); std::u16string <VAR> = Str8ToStr16(<VAR>); dataMessageParcel.WriteString16(<VAR>); std::string oldPin(reinterpret_cast<const char *>(data), size); std::u16string <VAR> = Str8ToStr16(<VAR>); dataMessageParcel.WriteString16(<VAR>); MessageParcel reply; DelayedSingleton<CoreService>::GetInstance()->OnAlterPin(dataMessageParcel, reply); }"
"void SetNrOptionMode(const uint8_t *data, size_t size)
{
    if (!IsServiceInited()) {
        return;
    }
    MessageParcel dataMessageParcel;
    std::unique_ptr<SetRadioStateCallback> callbackWrap = std::make_unique<SetRadioStateCallback>(nullptr);
    if (callbackWrap == nullptr) {
        return;
    }
    int32_t slotId = static_cast<int32_t>(*data % SLOT_NUM);
    int32_t nrMode = static_cast<int32_t>(*data % NR_MODE);
    dataMessageParcel.WriteInt32(slotId);
    dataMessageParcel.WriteInt32(nrMode);
    dataMessageParcel.WriteRemoteObject(callbackWrap.release()->AsObject().GetRefPtr());
    MessageParcel reply;
    DelayedSingleton<CoreService>::GetInstance()->OnSetNrOptionMode(dataMessageParcel, reply);
}","void SetNrOptionMode(const uint8_t *data, size_t size) { if (!IsServiceInited()) { return; } MessageParcel dataMessageParcel; std::unique_ptr<<TYPE>> callbackWrap = std::make_unique<<TYPE>>(nullptr); if (callbackWrap == nullptr) { return; } int32_t slotId = static_cast<int32_t>(*data % SLOT_NUM); int32_t <VAR> = static_cast<int32_t>(*data % <TYPE>); dataMessageParcel.WriteInt32(slotId); dataMessageParcel.WriteInt32(<VAR>); dataMessageParcel.WriteRemoteObject(callbackWrap.release()->AsObject().GetRefPtr()); MessageParcel reply; DelayedSingleton<CoreService>::GetInstance()->OnSetNrOptionMode(dataMessageParcel, reply); }"
int32_t authType = static_cast<int32_t>(*data % TYPE_NUM);,int32_t <VAR> = static_cast<int32_t>(*data % TYPE_NUM);
int32_t flag = static_cast<int32_t>(*data + offset);,<TYPE> flag = static_cast<<TYPE>>(*data + offset);
